"º¸¾ÈµîÀ§Ä¡¸í",¼³Ä¡°³¼ö,¼ÒÀçÁöµµ·Î¸íÁÖ¼Ò,¼ÒÀçÁöÁö¹øÁÖ¼Ò,À§µµ,°æµµ,¼³Ä¡¿¬µµ,¼³Ä¡ÇüÅÂ,°ü¸®±â°üÀüÈ­¹øÈ£,°ü¸®±â°ü¸í,µ¥ÀÌÅÍ±âÁØÀÏÀÚ
"°­µ¿µ¿114",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 940-7,35.639127,129.432807,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿115",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 932-16,35.63916762,129.4348692,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿116",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 932-19,35.63905726,129.4358703,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿117",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 932-12,35.63898739,129.4366519,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿118",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 932-9,35.63880824,129.4383793,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿119",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 932-8,35.6385988956,129.4384102573,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿120",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 16-1,35.6363037858,129.4414965962,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿121",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 16-1,35.6363037858,129.4414965962,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿122",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 10,35.6345300939,129.4420843127,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿123",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 56,35.634017,129.4419065907,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿124",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¾î¹°µ¿ 1350-10,35.573775,129.452516,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿125",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¾î¹°µ¿ 1350-6,35.574299,129.452473,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿126",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¾î¹°µ¿ 1350-5,35.574613,129.452462,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿127",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 285-1,35.6323946074,129.4403765081,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿128",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 671,35.624591,129.4344162963,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿129",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 656,35.624451,129.436047,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿130",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 656,35.624948,129.436283,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿131",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 591,35.6192348486,129.4341409,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿132",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 559,35.622227,129.4387865367,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿133",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 509-1,35.626256,129.4411026975,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿134",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 594-2,35.6196587185,129.4351866660,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿135",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 521,35.624774,129.442635,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿136",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 510-4,35.625506,129.442044,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿137",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ »êÇÏµ¿ 965-2,35.6241927037,129.443589,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿138",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 434-5,35.621791,129.446175,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿139",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 637-14,35.6219316472,129.4457980302,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿140",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 434-5,35.621774,129.4461766189,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿141",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 434-12,35.6214187433,129.4462169675,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿142",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 425-3,35.6210911358,129.4468818919,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿143",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 426-1,35.6207295922,129.4467780667,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿144",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 620,35.6163201054,129.4488485722,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿145",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ »ê 32,35.6190588714,129.4434282779,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿146",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 2,35.6203352386,129.447956,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿147",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 2-3,35.620134,129.448439,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿148",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 704-1,35.620248,129.448965,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿149",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 705,35.6202281941,129.4490949199,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿150",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 705,35.6202281941,129.4490949199,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿151",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 16,35.619515,129.4494656594,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿152",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 20,35.6192021025,129.449651,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿153",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 639,35.619074,129.4501984593,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿154",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 639,35.6190038678,129.4501984593,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿155",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 393,35.619698,129.4437038636,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿156",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 393,35.6196085245,129.4437038636,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿157",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ »ê9,35.6184658716,129.4451458754,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿158",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ »ê 32,35.619201788,129.443775593,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿159",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 372-1,35.6194295494,129.4452214079,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿160",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 403-1,35.619693388,129.445302343,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿161",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 408-1,35.619951,129.4462621765,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿162",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 643-1,35.6186992699,129.450424,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿163",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 638-2,35.618466,129.4504885402,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿164",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 638-2,35.61845103,129.4504885402,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿165",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 31-1,35.618338,129.4499620016,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿166",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 668,35.617387,129.449383,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿167",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 621-8,35.61444182,129.4495640921,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿168",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 152-18,35.614858,129.449469,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿169",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 152-2,35.615093,129.449179,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿170",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 157-1,35.6154619030,129.4487076542,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿171",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 692,35.615808,129.4491822693,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿172",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 152-1,35.61602033,129.4489173,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿173",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 669,35.6163013691,129.4489137,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿174",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 671,35.617308,129.449072,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿175",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 676,35.616994,129.4489994837,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿176",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 666,35.617448,129.449104,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿177",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 660,35.6178124173,129.449265,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿178",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 659,35.617875,129.4494745193,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿179",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 620,35.6163201054,129.4488485722,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿180",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 31-1,35.6183355242,129.4499620016,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿181",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 24,35.618922,129.4494713687,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿182",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 39,35.618547,129.449319,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿183",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 47,35.618512,129.448954,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿184",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 61,35.6184026383,129.4487754980,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿185",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 58-2,35.6182232607,129.4487658335,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿186",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 79,35.6175028430,129.448535,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿187",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 94-1,35.6171981628,129.4483538742,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿188",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 101-3,35.617038,129.448482,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿189",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 102-2,35.6169014959,129.448321,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿190",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 108,35.616855,129.447817,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿191",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 110,35.616558,129.447838,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿192",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 134,35.616044,129.447967,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿193",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 163,35.6158189196,129.4482142712,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿194",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 164,35.6156674400,129.4483321,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿195",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 166,35.615669,129.4481600125,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿196",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 172-2,35.6151773047,129.4484843576,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿197",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 169-7,35.615224,129.4479940272,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿198",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿169-6,35.6149845704,129.4480285118,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿199",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 154-7,35.6151720557,129.448857,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿200",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 106-2,35.616951,129.447956,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿201",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 90-2,35.617221,129.447559,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿202",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 174-1,35.614683,129.447774,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿203",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 317,35.614735,129.4470629090,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿204",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 309-1,35.614622,129.446433,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿205",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 310,35.6143997986,129.4462416721,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿206",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 299-1,35.6140626478,129.4457042993,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿207",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 299-4,35.613907,129.445682,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿208",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 301-7,35.6136069598,129.4454958,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿209",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 267,35.61536247,129.4436019719,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿210",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 260,35.6152003,129.4430305267,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿211",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 238,35.614282,129.443439,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿212",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 237,35.614131,129.4436718012,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿213",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ Á¤ÀÚµ¿ 237,35.6141526651,129.4436718012,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿214",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ »ê40,35.61430291,129.4291849198,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿215",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ´ë¾Èµ¿ 719,35.66593056,129.3901892912,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿216",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 124-3,35.6120321393,129.4332652002,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿217",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 538,35.616532,129.4251690027,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿218",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 540,35.616358,129.425093,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿219",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 484,35.6160821379,129.425662,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿220",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 559,35.615538,129.425544,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿221",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 458-2,35.614796,129.4259458275,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿222",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 465-2,35.613759,129.426466,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿223",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 545-1,35.616076,129.4248123267,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿224",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 545-1,35.6160915055,129.4248123267,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿225",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 545-3,35.6156770596,129.4247706794,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿226",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 560,35.615376,129.4252711927,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿227",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 563,35.6149992018,129.425147,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"°­µ¿µ¿228",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¹«·æµ¿ 438-2,35.6148173565,129.4254925124,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
