보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
죽산1길 02 ,1,,충청북도 영동군 양산면 죽산1길 40-1 앞 ,,36.1471842787,127.674759666,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산1길 03 ,1,,충청북도 영동군 양산면 죽산1길 ,,36.1490381078,127.668801922,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산1길 03-L1 ,1,,충청북도 영동군 양산면 죽산1길 ,,36.1490381078,127.668801922,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산1길 03-L2 ,1,,충청북도 영동군 양산면 죽산리 286 ,,36.1546702684,127.66399583,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산1길 04 ,1,,충청북도 영동군 양산면 죽산2길 1 옆 ,,36.1513165088,127.684084668,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산2길 01 ,1,,충청북도 영동군 양산면 죽산2길 11 앞 ,,36.1520891026,127.685140357,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산2길 02 ,1,,충청북도 영동군 양산면 죽산2길 9-4 앞 ,,36.1521900866,127.68450118,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산2길 02-L1 ,1,,충청북도 영동군 양산면 양산면 심천로289-16 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산2길01-L1 ,1,,충청북도 영동군 양산면 죽산3길 1-2 앞 ,,36.1525483019,127.685526609,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 01 ,1,,충청북도 영동군 양산면 죽산3길 1-9 뒤 ,,36.152403566,127.684991968,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 01-L1 ,1,,충청북도 영동군 양산면 죽산3길 5-3 앞 ,,36.1527204568,127.685679233,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 02 ,1,,충청북도 영동군 양산면 죽산3길 15 옆 ,,36.1537049663,127.685607796,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 03 ,1,,충청북도 영동군 양산면 죽산3길 31-10 ,,36.1553025091,127.685497243,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 03-L1 ,1,,충청북도 영동군 양산면 죽산3길 33-2 ,,36.1553006258,127.685826157,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 03-L2 ,1,,충청북도 영동군 양산면 죽산3길 19-21 옆 ,,36.154575986,127.685210886,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 04 ,1,,충청북도 영동군 양산면 죽산3길27앞 ,,36.1548366528,127.685644318,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 05 ,1,,충청북도 영동군 양산면 죽산3길 33 뒤 ,,36.1554137061,127.686222749,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길 06 ,1,,충청북도 영동군 양산면 양산면 죽산3길19-17 ,,36.154297676,127.68471063,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산3길01-L1 ,1,,충청북도 영동군 양산면 죽산4길 24옆 ,,36.1560955859,127.688633465,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산4길 01 ,1,,충청북도 영동군 양산면 죽산4길 26 뒤 ,,36.1562140002,127.688727846,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산4길 02 ,1,,충청북도 영동군 양산면 죽산4길 28-14 옆 ,,36.1559082233,127.689245242,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산4길 02-R1 ,1,,충청북도 영동군 양산면 죽산4길 28-23 뒤 ,,36.1561034807,127.689767022,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산4길 02-R2 ,1,,충청북도 영동군 양산면 죽산4길 30-16 옆 ,,36.1567898866,127.689506329,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽산4길 03 ,1,,충청북도 영동군 추풍령면 죽전1길 8 ,,36.2232491545,128.026498166,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽전1길 01 ,1,,충청북도 영동군 추풍령면 죽전1길 14 ,,36.2235030526,128.026314637,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽전1길 02 ,1,,충청북도 영동군 추풍령면 죽전2길 6-23 ,,36.2247048064,128.027829589,한전주,043-740-3503,충청북도 영동군청,2016-09-23
죽전2길 01 ,1,,충청북도 영동군 추풍령면 죽전리 죽전2길 3 ,,36.2245604626,128.026168295,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 03 ,1,,충청북도 영동군 양산면 봉수대길 213 옆 ,,36.1430058376,127.655377747,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 04 ,1,,충청북도 영동군 양산면 봉수대길 219-27 옆 ,,36.1433087043,127.654046963,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 04-L1 ,1,,충청북도 영동군 양산면 봉수대길 219-6 앞 ,,36.1437123102,127.654730302,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 05 ,1,,충청북도 영동군 양산면 봉수대길221-6 앞 ,,36.1441369498,127.654862718,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 06 ,1,,충청북도 영동군 양산면 봉수대길221-14 뒤 ,,36.1440490452,127.654457548,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 06-L1 ,1,,충청북도 영동군 양산면 봉수대길221-32 앞 ,,36.1442356835,127.654605764,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉수대길 06-R1 ,1,,충청북도 영동군 학산면  봉암길 6앞 ,,36.1174068701,127.716680961,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 01 ,1,,충청북도 영동군 학산면  봉암길 4-11 ,,36.1173253627,127.717048978,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 01-R1 ,1,,충청북도 영동군 학산면  봉암길 8-3 ,,36.1175864612,127.716789222,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 03 ,1,,충청북도 영동군 학산면  봉암길 10-1 ,,36.1177413253,127.716812844,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 04 ,1,,충청북도 영동군 학산면  봉암길 20 ,,36.1186096668,127.7162787,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 05 ,1,,충청북도 영동군 학산면  봉암길 23 ,,36.1188999189,127.715965887,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 06 ,1,,충청북도 영동군 학산면  봉암길 30앞 ,,36.1194097775,127.716303739,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 07 ,1,,충청북도 영동군 학산면  봉암길 30-7 ,,36.1195132476,127.716482398,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 07-R1 ,1,,충청북도 영동군 학산면  봉암길 30-22 ,,36.1196529577,127.71602604,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 08 ,1,,충청북도 영동군 학산면  봉암길 30-16 ,,36.1197285922,127.71663986,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 08-R1 ,1,,충청북도 영동군 학산면  봉암길 36-14 앞 ,,36.1201301888,127.7163947,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 09 ,1,,충청북도 영동군 학산면 봉림리 봉암길 36 - 13  ,,36.1210127873,127.715887323,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉암길 10  ,1,,충청북도 영동군 영동읍 봉현1길 3건너 ,,36.203318855,127.819480222,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현1길 01 ,1,,충청북도 영동군 영동읍 봉현1길 5 ,,36.2031656106,127.819749933,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현1길 02 ,1,,충청북도 영동군 영동읍 봉현1길 5-1 ,,36.2032919793,127.819720117,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현1길 02-L1 ,1,,충청북도 영동군 영동읍 봉현길 13 건너 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현1길 03 ,1,,충청북도 영동군 영동읍 봉현길 17-1 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현1길 04 ,1,,충청북도 영동군 영동읍 봉현길 62 ,,36.2022850498,127.819371598,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 01 ,1,,충청북도 영동군 영동읍 봉현길 59-1 ,,36.2023827154,127.819848513,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 01-L1 ,1,,충청북도 영동군 영동읍 봉현길 61-2 ,,36.2023738611,127.820088592,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 01-L2 ,1,,충청북도 영동군 영동읍 봉현길 67 건너 ,,36.2018494406,127.819816266,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 02 ,1,,충청북도 영동군 영동읍 봉현길 69-1 ,,36.2016986722,127.820250558,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 02-L1 ,1,,충청북도 영동군 영동읍 봉현길 71 ,,36.2015679893,127.819857807,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 03 ,1,,충청북도 영동군 영동읍 봉현길 75-1 ,,36.2011989345,127.820058546,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 04 ,1,,충청북도 영동군 영동읍 봉현길 75-16 ,,36.2010519527,127.820466188,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 04-R1 ,1,,충청북도 영동군 영동읍 봉현길 75-26 ,,36.2015935032,127.82034286,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 04-R2 ,1,,충청북도 영동군 영동읍 봉현길 81 ,,36.200696576,127.820248998,한전주,043-740-3503,충청북도 영동군청,2016-09-23
봉현길 05 ,1,,충청북도 영동군 용산면 부릉길35 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부릉길 01 ,1,,충청북도 영동군 용산면 부릉길81-7 ,,36.2594725887,127.793828525,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부릉길 01-R1 ,1,,충청북도 영동군 용산면 부릉길81-11 ,,36.2595403049,127.793944933,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부릉길 01-R2 ,1,,충청북도 영동군 용산면 부릉길77 ,,36.2593698617,127.793555982,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부릉길 02 ,1,,충청북도 영동군 용산면 부릉길64-15 ,,36.2603484819,127.792203899,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부릉길 03 ,1,,충청북도 영동군 용산면 부상 1길 12 ,,36.2587457908,127.768228867,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상1길 01 ,1,,충청북도 영동군 용산면 부상1길29-2 ,,36.259106197,127.76711523,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상1길 02 ,1,,충청북도 영동군 용산면 부상2길4-4 ,,36.2599884683,127.769496192,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 01 ,1,,충청북도 영동군 용산면 부상2길 11 ,,36.2593452756,127.768617512,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 02 ,1,,충청북도 영동군 용산면 부상2길 19 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 02-L1 ,1,,충청북도 영동군 용산면 부상2길 50 ,,36.2628654769,127.767739533,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 03 ,1,,충청북도 영동군 용산면 부상2길 50-12 ,,36.2633696145,127.767820136,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 03-R1 ,1,,충청북도 영동군 용산면 부상2길 58 ,,36.2630585334,127.766864559,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 04 ,1,,충청북도 영동군 용산면 부상2길 59-11 ,,36.2624935474,127.766716602,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 04-L1 ,1,,충청북도 영동군 용산면 부상2길 196 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 05 ,1,,충청북도 영동군 용산면 부상2길 197 ,,36.2728654619,127.766519745,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도19 ,1,,충청북도 영동군 영동읍 계산로96 ,,36.1713395974,127.786985637,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도20 ,1,,충청북도 영동군 영동읍 계산로102 ,,36.1711487437,127.787503896,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도21 ,1,,충청북도 영동군 영동읍 계산리103 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도22 ,1,,충청북도 영동군 영동읍 계산로104-1 ,,36.1710562624,127.787863086,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도23 ,1,,충청북도 영동군 영동읍 계산로108 ,,36.1709353245,127.788164194,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도24 ,1,,충청북도 영동군 영동읍 계산로116 ,,36.1705839058,127.78897871,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도26 ,1,,충청북도 영동군 영동읍 계산로118 ,,36.1705759936,127.789085331,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도27 ,1,,충청북도 영동군 영동읍 계산로118-1 ,,36.17055381,127.789169579,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도28 ,1,,충청북도 영동군 영동읍 계산로125맞은편 ,,36.1707179437,127.789971478,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도29 ,1,,충청북도 영동군 영동읍 계산로9 ,,36.1749851613,127.778534503,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도31 ,1,,충청북도 영동군 영동읍 계산로13 ,,36.1747444305,127.778967837,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도32 ,1,,충청북도 영동군 영동읍 계산로17-2 ,,36.1744858493,127.779374316,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도33 ,1,,충청북도 영동군 영동읍 계산로25-1 ,,36.1741462302,127.780046751,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도34 ,1,,충청북도 영동군 영동읍 계산로29-1 ,,36.1739776419,127.7804719,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도35 ,1,,충청북도 영동군 영동읍 계산로35-1 ,,36.1737185627,127.780953947,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도36 ,1,,충청북도 영동군 영동읍 계산로39-1 ,,36.1733800086,127.781461877,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도37 ,1,,충청북도 영동군 영동읍 계산로45 ,,36.1733328357,127.782061619,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도38 ,1,,충청북도 영동군 영동읍 계산로51 ,,36.1729337561,127.782453345,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도39 ,1,,충청북도 영동군 영동읍 계산로59 ,,36.1725933347,127.783245787,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도40 ,1,,충청북도 영동군 영동읍 계산로67 ,,36.1724147027,127.784102077,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도42 ,1,,충청북도 영동군 영동읍 계산로69 ,,36.172283281,127.784354186,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도43 ,1,,충청북도 영동군 영동읍 계산로75-2 ,,36.172109645,127.784997115,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도45 ,1,,충청북도 영동군 영동읍 계산로77-2 ,,36.172065225,127.785174509,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도46 ,1,,충청북도 영동군 영동읍 계산로81 ,,36.1719948442,127.785462792,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도47 ,1,,충청북도 영동군 영동읍 87 ,,36.1450131112,127.834019772,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도48 ,1,,충청북도 영동군 영동읍 계산로87 ,,36.1720721737,127.786312736,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도49 ,1,,충청북도 영동군 영동읍 계산로87 ,,36.1720721737,127.786312736,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도50 ,1,,충청북도 영동군 영동읍 계산로97 ,,36.1716475083,127.787304375,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도52 ,1,,충청북도 영동군 영동읍 계산로113-1 ,,36.170933219,127.789031116,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도53 ,1,,충청북도 영동군 영동읍 계산로115-1 ,,36.17082822,127.789101197,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도55 ,1,,충청북도 영동군 영동읍 계산로125-2 ,,36.1707164476,127.790198201,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시가지조도56 ,1,,충청북도 영동군 용산면 시금길20 ,,36.2266852908,127.780541495,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 01 ,1,,충청북도 영동군 용산면 시금리416-5 ,,36.22535916,127.77992771,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 01-L1 ,1,,충청북도 영동군 용산면 시금리 567번지 앞 ,,36.2254871615,127.781303707,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 01-L2 ,1,,충청북도 영동군 용산면 시금길30 ,,36.2269409592,127.779476268,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 02 ,1,,충청북도 영동군 용산면 시금리 386-1 ,,36.2281324997,127.777508243,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 02-L1 ,1,,충청북도 영동군 용산면 시금길 229 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 03 ,1,,충청북도 영동군 용산면 시금길301-2 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 04 ,1,,충청북도 영동군 용산면 시금길 ,,36.2267433901,127.779923659,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 04-L1 ,1,,충청북도 영동군 용산면 시금길307 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시금길 04-R1 ,1,,충청북도 영동군 상촌면 시장길3 ,,36.1486001438,127.914931151,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시장길 01 ,1,,충청북도 영동군 상촌면 시장길4-7 ,,36.1482536474,127.91498935,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시장길 01-R1 ,1,,충청북도 영동군 상촌면 시장길8 ,,36.1486487713,127.915171722,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시장길 02 ,1,,충청북도 영동군 상촌면 시장길10-1 ,,36.1489798992,127.915237793,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시장길 03 ,1,,충청북도 영동군 상촌면 시장길15-1 건너 ,,36.1495508862,127.915048865,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시장길 04 ,1,,충청북도 영동군 상촌면 임산리 시장길21건너 ,,36.149943798,127.915048984,한전주,043-740-3503,충청북도 영동군청,2016-09-23
시장길 05 ,1,,충청북도 영동군 양강면 신기1길 6-2 ,,36.1479112845,127.747785984,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 01 ,1,,충청북도 영동군 양강면 신기1길 10 ,,36.1476302138,127.747769982,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 02 ,1,,충청북도 영동군 양강면 신기1길 15 ,,36.1473444863,127.747345038,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥계폭포길 07 ,1,,충청북도 영동군 심천면 옥계폭포길 114  ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥계폭포길 08 ,1,,충청북도 영동군 매곡면 옥전1길 3 ,,36.193331226,127.93815362,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전1길 01 ,1,,충청북도 영동군 매곡면 옥전1길 8 앞 ,,36.1937026602,127.938593867,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전1길 02 ,1,,충청북도 영동군 매곡면 옥전1길 15 ,,36.1943188482,127.938160955,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전1길 03 ,1,,충청북도 영동군 매곡면 옥전2길 6 옥전 경로당 ,,36.192737187,127.938520085,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전2길 01 ,1,,충청북도 영동군 매곡면 옥전2길 6-2 ,,36.1926638799,127.938674856,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전2길 02 ,1,,충청북도 영동군 매곡면 옥전2길 12 뒤 ,,36.1925035213,127.939357784,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전2길 02-R1 ,1,,충청북도 영동군 매곡면 옥전2길 6-15 ,,36.1921352755,127.938970943,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전2길 03 ,1,,충청북도 영동군 매곡면 유전장척길132-32 ,,36.1905880622,127.938614505,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전2길 04 ,1,,충청북도 영동군 매곡면 옥전리 산 64 ,,36.1910743105,127.939122813,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전2길 04-L1  ,1,,충청북도 영동군 매곡면 옥전2길 3 우측 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전3길 01 ,1,,충청북도 영동군 매곡면 옥전2길 7 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전3길 02 ,1,,충청북도 영동군 매곡면 옥전리 611-2 ,,36.1900344879,127.947568373,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 01 ,1,,충청북도 영동군 매곡면 옥전4길 11-12 앞 ,,36.1905837084,127.948313178,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 02 ,1,,충청북도 영동군 매곡면 옥전4길 17 우측 ,,36.1903318122,127.949168393,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 02-L1 ,1,,충청북도 영동군 매곡면 옥전4길 13 좌측 ,,36.1903570338,127.948715113,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 03 ,1,,충청북도 영동군 매곡면 옥전4길 13 우측 ,,36.1903570338,127.948715113,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 04 ,1,,충청북도 영동군 매곡면 옥전4길 17 우측 ,,36.1903318122,127.949168393,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 05 ,1,,충청북도 영동군 매곡면 옥전4길 10-8 ,,36.1901316701,127.949406109,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 06 ,1,,충청북도 영동군 매곡면 옥전4길 7 앞 ,,36.1899142305,127.948643068,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전4길 07 ,1,,충청북도 영동군 매곡면 옥전공수로(노천리 31-1 ) ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 01 ,1,,충청북도 영동군 매곡면 옥전공수로_옥전교 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 02 ,1,,충청북도 영동군 매곡면 옥전공수로 39 ,,36.1929484725,127.937317455,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 03 ,1,,충청북도 영동군 매곡면 옥전공수로 63 입구 ,,36.1937088436,127.939643455,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 04 ,1,,충청북도 영동군 매곡면 옥전공수로83 길건너 ,,36.193694273,127.941955769,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 05 ,1,,충청북도 영동군 매곡면 옥전공수로 ,,36.1824342786,127.963568529,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 06 ,1,,충청북도 영동군 매곡면 옥전공수로 ,,36.1824342786,127.963568529,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 07 ,1,,충청북도 영동군 매곡면 옥전공수로 이슬농장앞 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 08 ,1,,충청북도 영동군 매곡면 옥전리 92 ,,36.1815515203,127.964415872,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 08-R1 ,1,,충청북도 영동군 매곡면 옥전공수로 ,,36.1824342786,127.963568529,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 09 ,1,,충청북도 영동군 매곡면 옥전공수로 ,,36.1824342786,127.963568529,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 10 ,1,,충청북도 영동군 매곡면 옥전리145 평전리안녕마을창고옆 ,,36.1809577481,127.969201773,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 11 ,1,,충청북도 영동군 매곡면 옥전공수로 ,,36.1824342786,127.963568529,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 12 ,1,,충청북도 영동군 매곡면 옥전공수로604 ,,36.1626755983,127.971332682,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 13 ,1,,충청북도 영동군 매곡면 옥전공수로 620 앞 ,,36.160959438,127.970484696,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 14 ,1,,충청북도 영동군 매곡면 옥전공수로 마음수련원 입구 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 15 ,1,,충청북도 영동군 매곡면 매곡면공수리131-1 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 16 ,1,,충청북도 영동군 매곡면 어촌리 모리 옥전공수로 642 - 39 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로 16-L1  ,1,,충청북도 영동군 매곡면 옥전리780 ,,36.192249893,127.937224636,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로02-R1 ,1,,충청북도 영동군 매곡면 옥전리 114 ,,36.1805836581,127.967320808,한전주,043-740-3503,충청북도 영동군청,2016-09-23
옥전공수로10-L1 ,1,,충청북도 영동군 황간면 완정길 ,,36.255451182,127.889427387,한전주,043-740-3503,충청북도 영동군청,2016-09-23
완정길 01 ,1,,충청북도 영동군 황간면 완정길 ,,36.255451182,127.889427387,한전주,043-740-3503,충청북도 영동군청,2016-09-23
완정길 02 ,1,,충청북도 영동군 황간면 완정길 ,,36.255451182,127.889427387,한전주,043-740-3503,충청북도 영동군청,2016-09-23
완정길 03 ,1,,충청북도 영동군 황간면 완정길 51-2 ,,36.2562807405,127.889846251,한전주,043-740-3503,충청북도 영동군청,2016-09-23
완정길 04 ,1,,충청북도 영동군 황간면 완정길 51-2 ,,36.2562807405,127.889846251,한전주,043-740-3503,충청북도 영동군청,2016-09-23
완정길 04-L1 ,1,,충청북도 영동군 황간면 완정길 55 ,,36.256448456,127.890075137,한전주,043-740-3503,충청북도 영동군청,2016-09-23
완정길 05 ,1,,충청북도 영동군 황간면 완정길 60 ,,36.2566945721,127.890425082,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 00-R1 ,1,,충청북도 영동군 영동읍 임계길  ,,36.1683470042,127.846274767,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 01 ,1,,충청북도 영동군 영동읍 임계길 ,,36.1683470042,127.846274767,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 02 ,1,,충청북도 영동군 영동읍 임계길 239 ,,36.1680921046,127.847147826,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 03 ,1,,충청북도 영동군 영동읍 임계길 240-27 ,,36.166910289,127.847072868,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 03-R1 ,1,,충청북도 영동군 영동읍 영동읍 임계길240-27 ,,36.166910289,127.847072868,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 03-R2 ,1,,충청북도 영동군 영동읍 임계길 248 ,,36.1676601091,127.848085656,한전주,043-740-3503,충청북도 영동군청,2016-09-23
